Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,total_pixels
,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,,512,Intel, HD Graphics 620,,1.1,93181,2073600
,Ultrabook,14,,1,0,1440,2560,Intel,Core i7,2.7,8,SSD,512,Intel, HD Graphics 620,,1.1,121585,3686400
Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i3,2.4,4,,128,Intel, HD Graphics 620,windows,1.5,29251,2073600
Dell,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,,500,AMD, FirePro W5130M,windows,2.2,72940,2073600
Dell,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,256,Nvidia, Quadro M1200,windows,2,113753,2073600
,2 in 1 Convertible,14,,0,1,1440,2560,Intel,Core i7,2.7,16,,512,Intel, HD Graphics 620,,1.4,133680,3686400
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,1024,Nvidia, GeForce GTX 1050,windows,3,55358,2073600
asus,Gaming,17.3,Full HD,0,0,1080,1920,Itenl,Core i7,2.8,,Hybrid,256,Nvidia, GeForce GTX 1050 Ti,windows,3,84768,2073600
Acer,Notebook,15.6,,1,0,,1366,Intel,Core i5,1.6,,,1024,Nvidia, GeForce MX130,windows,2.2,36976,1049088
msi,Gaming,17.3,Full HD,0,0,1080,1920,Inetl,Core i7,2.8,8,,256,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71875,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Itenl,Core i7,2.7,8,SSD,256,AMD, Radeon R7 M445,linux,2.3,41498,2073600
HP,Ultrabook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,3,10,,256,AMD, Radeon 520,windows,1.9,26587,2073600
lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,,-256,AMD, Radeon RX 550,windows,2.1,65511,2073600
Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.9,49977,2073600
Dell,Workstation,15.6,4k Ultra HD,0,1,,3840,Intel,Core i7,2.8,8,,256,Nvidia, Quadro M1200,windows,1.8,144495,8294400
lenovo,Ultrabook,14,,1,0,1440,2560,Ientl,Core i7,2.7,16,SSD,-1024,Intel, HD Graphics 620,windows,1.1,139860,3686400
Lenovo,Notebook,15.6,,0,0,,1366,Intel,Celeron Dual,1.1,10,HDD,1024,Intel, HD Graphics 500,windows,,16304,1049088
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050,windows,2.9,81465,2073600
Lenovo,Notebook,25.6,Full HD,1,0,1080,1920,Itnel,Core i5,1.6,8,,-256,AMD, Radeon RX 550,windows,,-60979,2073600
acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,Nvidia, GeForce GTX 1050,linux,2.5,46833,2073600
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1070,windows,2.8,119827,2073600
asus,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1.1,99793,2073600
Toshiba,Ultrabook,13.3,Full HD,0,0,,1920,Intel,Core i7,2.5,16,,512,Intel, HD Graphics 520,windows,1.2,93080,2073600
Dell,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,512,Intel, HD Graphics,windows,1.4,89510,2073600
Lenovo,Notebook,35.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,500,Intel, HD Graphics 520,windows,2.2,21792,2073600
lenovo,Notebook,11.6,,0,0,768,1366,Ientl,Celeron Dual,1.1,2,Flash Storage,32,Intel, HD Graphics 500,windows,1.2,16221,1049088
lenovo,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,512,Nvidia, Quadro M1200,windows,2.7,102564,2073600
lenovo,Ultrabook,14,Full HD,1,0,,2560,Intel,Core i7,2.8,8,,512,Nvidia, GeForce GT 940MX,windows,1.7,103523,3686400
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,1024,AMD, Radeon 520,windows,2.1,24988,2073600
acer,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Itenl,Core i7,2.5,,SSD,256,Intel, HD Graphics 520,windows,1.6,42038,2073600
Asus,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.3,49444,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,256,AMD, Radeon R5 M430,linux,2.3,31909,2073600
Dell,Notebook,13.3,,0,0,768,1366,Intel,Core i3,2,4,,128,Intel, HD Graphics 520,windows,1.7,36710,1049088
HP,Ultrabook,14,Full HD,0,0,1080,1920,Itenl,Core i7,2.5,,SSD,256,Intel, HD Graphics 520,windows,1.4,79920,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,8,,1024,Intel, HD Graphics 620,windows,2.1,28769,1049088
Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Inetl,Core i7,1.8,8,,256,AMD, Radeon RX 550,windows,,64755,2073600
lenovo,2 in 1 Convertible,15.6,4k Ultra HD,1,1,2160,3840,Intel,Core i7,2.8,16,,-512,Nvidia, GeForce GTX 1050,windows,2,101179,8294400
Chuwi,Notebook,12.3,,1,0,1824,2736,Intel,Celeron Quad,1.1,6,,64,Intel, HD Graphics 500,windows,1.4,23923,4990464
hp,Notebook,15.6,Full HD,0,0,,1920,Ietnl,Core i7,2.9,8,,256,Intel, HD Graphics 630,windows,2.3,76031,2073600
,Notebook,35.6,Full HD,0,0,1080,1920,Intel,Core i3,2.4,8,,1024,Nvidia, GeForce 940MX,,2.3,31808,2073600
Dell,Gaming,27.3,,1,0,1440,2560,Ietnl,Core i7,2.9,16,,256,Nvidia, GeForce GTX 1070,windows,4.4,149131,3686400
Dell,Gaming,15.6,Full HD,1,0,1080,1920,Itnel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050 Ti,windows,2.6,61752,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Ientl,Core i7,1.8,8,,256,AMD, Radeon 530,windows,2,60867,2073600
dell,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,256,Intel, HD Graphics 620,linux,1.6,58555,2073600
HP,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,12,,256,Nvidia, GeForce GTX 1070,windows,3.4,106507,2073600
mediacom,2 in 1 Convertible,11.6,Full HD,1,1,1080,1920,Intel,Celeron Dual,1.1,,,32,Intel, HD Graphics 500,windows,1.2,15931,2073600
samsung,Netbook,11.6,,0,0,768,1366,Ietnl,Celeron Dual,1.6,4,Flash Storage,16,Intel, HD Graphics 400,other,1.2,14332,1049088
Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.4,53813,2073600
Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i3,2.7,4,,128,Intel, HD Graphics 620,windows,1.7,31915,2073600
Lenovo,Workstation,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,SSD,512,Nvidia, GeForce 940MX,windows,2.3,130270,8294400
lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Ientl,Core i7,2.9,16,,512,Nvidia, Quadro M2200M,windows,2.5,130483,2073600
Asus,Gaming,17.3,Full HD,0,0,1080,1920,AMD,Ryzen 1600,3.2,8,Hybrid,256,AMD, Radeon RX 580,windows,3.2,90310,2073600
HP,Notebook,15.6,,0,0,768,1366,Itenl,Celeron Dual,1.6,4,,-500,Intel, HD Graphics 400,windows,2.1,18488,1049088
Google,Ultrabook,12.3,,0,1,1600,2400,Ietnl,Core i7,1.3,16,,512,Intel, HD Graphics 615,other,1.1,117163,3840000
Lenovo,Ultrabook,24,,0,0,1440,2560,Intel,Core i7,2.7,24,SSD,512,Intel, HD Graphics 620,windows,1.3,126913,3686400
Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,256,Intel, HD Graphics 620,linux,2,29784,2073600
Lenovo,Notebook,17.3,,0,0,900,1600,AMD,A6-Series 9220,2.5,8,,1024,AMD, Radeon R4,windows,2.8,27652,1440000
Dell,Notebook,15.6,Full HD,0,0,,1920,Ientl,Core i5,1.6,4,SSD,256,AMD, Radeon 530,windows,2.2,39907,2073600
Lenovo,Ultrabook,12.5,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.4,76137,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Inetl,Pentium Quad,1.1,4,,128,Intel, HD Graphics 505,windows,2.2,18595,2073600
,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,20,Hybrid,-128,Nvidia, GeForce GTX 1050,,2.2,58555,2073600
dell,Notebook,14,Full HD,0,0,1080,1920,Itenl,Core i5,2.8,8,,256,Nvidia, GeForce 930MX,windows,1.6,62817,2073600
Acer,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,500,Intel, HD Graphics 620,linux,2.4,-23539,1049088
Dell,Workstation,15.6,Full HD,0,0,1080,1920,Itnel,Xeon E3-1505M,3,8,,64,Nvidia, Quadro M620,windows,2.2,106187,2073600
msi,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,20,,256,Nvidia, GeForce GTX 1050,windows,2.2,54758,2073600
microsoft,Ultrabook,13.5,,0,1,1504,2256,Ientl,Core i7,2.5,16,,512,Intel, Iris Plus Graphics 640,windows,,137942,3393024
hp,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,8,,128,Intel, HD Graphics 620,windows,1.9,31382,1049088
dell,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,40,SSD,256,Nvidia, Quadro M620,windows,2.2,105228,2073600
HP,Workstation,15.6,Full HD,1,0,1080,1920,Ientl,Core i7,2.9,8,,512,Intel, HD Graphics 620,windows,2.3,81732,2073600
Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.7,71662,2073600
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,20,Hybrid,128,AMD, Radeon 530,,2.4,52161,2073600
Dell,2 in 1 Convertible,11.6,,0,1,768,1366,Intel,Pentium Quad,1.6,4,,500,Intel, HD Graphics 405,windows,1.5,25521,1049088
dell,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,-1024,Nvidia, GeForce GTX 1060,windows,4.4,109011,2073600
,Ultrabook,13.5,,0,1,1504,2256,Intel,Core M,2.2,4,,128,Intel, HD Graphics 615,,1.3,52694,3393024
,Ultrabook,33.5,,0,1,1504,2256,Ientl,Core i7,2.5,8,,256,Intel, Iris Plus Graphics 640,,1.3,95851,3393024
hp,Notebook,17.3,,0,0,900,1600,Intel,Core i3,2,8,SSD,256,Intel, HD Graphics 520,windows,2.5,34094,1440000
acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,Nvidia, GeForce 940MX,windows,2.2,28984,2073600
Acer,Netbook,11.6,,0,0,768,1366,Ietnl,Celeron Dual,1.6,4,,128,Intel, HD Graphics 400,windows,1.4,23177,1049088
Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,Intel, HD Graphics 620,windows,2.4,39907,2073600
lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,20,SSD,512,AMD, Radeon R7 M460,,1.5,42571,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.9,8,SSD,256,Nvidia, Quadro M2200M,windows,2.7,111355,2073600
asus,Notebook,15.6,,0,0,768,1366,Inetl,Pentium Quad,1.1,4,,500,Intel, HD Graphics 500,windows,2,16197,1049088
Acer,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,500,Nvidia, GeForce GTX 940MX,windows,2.2,24988,1049088
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,2048,AMD, Radeon 530,windows,2,40440,2073600
,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,12,,1024,Nvidia, GeForce GTX 1060,,3.8,90523,2073600
,Ultrabook,14,Quad HD +,1,0,1440,2560,Itnel,Core i7,2.6,12,,256,Intel, HD Graphics 520,,1.4,98994,3686400
HP,2 in 1 Convertible,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,,,512,Intel, UHD Graphics 620,windows,1.3,106507,8294400
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,500,AMD, FirePro W4190M ,windows,1.9,61485,2073600
Google,Ultrabook,12.3,,0,1,,2400,Intel,Core i5,1.2,8,,128,Intel, HD Graphics 615,other,,67932,3840000
Dell,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,windows,1.4,98134,2073600
asus,Notebook,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.6,,,128,Intel, HD Graphics 530,windows,2.1,69211,8294400
dell,Notebook,14,,0,0,768,1366,Intel,Core i3,2.3,8,,128,Intel, HD Graphics 520,windows,,39427,1049088
lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,180,Intel, HD Graphics 620,windows,1.7,72674,2073600
toshiba,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,,89084,2073600
Dell,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,,512,Nvidia, GeForce 940MX,windows,2.2,67239,2073600
Dell,Notebook,15.6,,0,0,,1366,Intel,Core i3,2.4,4,,1024,Intel, HD Graphics 620,windows,2.2,31254,1049088
,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,4,,128,Intel, UHD Graphics 620,,1.5,38681,2073600
Chuwi,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Atom x5-Z8350,1.4,4,,64,Intel, HD Graphics,windows,1.9,132610,2073600
lenovo,Notebook,15.6,,0,0,768,1366,Itenl,Core i3,2,4,,128,Intel, HD Graphics 520,windows,2.3,30103,1049088
lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,windows,1.8,55891,2073600
Dell,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,16,,512,Nvidia, Quadro M620,windows,2.2,124569,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,512,Nvidia, GeForce GTX 1050,windows,2.1,101179,2073600
,Ultrabook,12.5,Full HD,1,0,,1920,Intel,Core i7,2.7,16,SSD,512,Intel, HD Graphics 620,,1.4,95797,2073600
,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,,512,Intel, HD Graphics 620,,0.9,103896,2073600
Lenovo,Notebook,15.6,Full HD,1,0,,1920,Intel,Core i5,2.5,8,SSD,256,Nvidia, GeForce 940MX,windows,2.3,53919,2073600
toshiba,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.7,32,,-512,Intel, HD Graphics 620,windows,1.1,149131,2073600
Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,128,Nvidia, GeForce GTX 1050,windows,2,71928,2073600
,Notebook,15.6,,0,0,,1366,AMD,A10-Series 9620P,2.5,8,HDD,1024,AMD, Radeon RX 540,,2.2,30849,1049088
Asus,Gaming,17.3,Full HD,1,1,1080,1920,Intel,Core i7,2.6,24,Hybrid,256,Nvidia, GeForce GTX 965M,windows,4.3,67612,2073600
Lenovo,Ultrabook,12.5,,1,0,768,1366,Intel,Core i5,2.3,8,,180,Intel, HD Graphics 520,windows,1.3,58555,1049088
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,-256,Intel, UHD Graphics 620,windows,2.2,47893,2073600
HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,1024,Intel, HD Graphics 620,windows,1.5,93187,2073600
Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i3,2.4,,,256,Intel, HD Graphics 620,windows,1.4,50563,2073600
Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Itnel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,2.3,48538,2073600
Asus,Netbook,11.6,,0,0,768,1366,Intel,Celeron Dual,1.1,4,,64,Intel, HD Graphics 500,windows,1.2,18115,1049088
HP,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,8,SSD,256,AMD, Radeon 520,windows,1.9,32980,1049088
Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,windows,1.4,85195,2073600
Lenovo,Notebook,14,,0,0,768,1366,Ientl,Celeron Dual,1.1,10,HDD,500,Intel, HD Graphics 500,windows,2.1,15931,1049088
Lenovo,Netbook,11.6,,0,0,768,1366,Intel,Celeron Dual,1.6,4,,16,Intel, HD Graphics 400,other,1.3,14119,1049088
Lenovo,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.4,50563,2073600
Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,Hybrid,256,Intel, HD Graphics 620,windows,,65215,2073600
,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,1.6,10,,1024,Nvidia, GeForce MX150,,2.2,32661,2073600
HP,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,Intel, HD Graphics 620,windows,1.3,70489,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,,256,Nvidia, GeForce GTX 1060,,2.4,61219,2073600
,Ultrabook,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,128,Intel, HD Graphics 620,,1.3,47899,2073600
Acer,Notebook,15.6,Full HD,0,0,1080,1920,Inetl,Core i7,2.7,4,,500,Nvidia, GeForce 940MX,windows,2.2,34046,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,1024,Intel, HD Graphics 620,windows,2.2,44542,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,16,,256,AMD, Radeon 530,windows,2.2,64961,2073600
Xiaomi,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,16,,256,Nvidia, GeForce MX150,,2,74589,2073600
asus,Netbook,11.6,,0,0,768,1366,Intel,Celeron Dual,1.1,2,,32,Intel, HD Graphics 500,windows,1.1,-13054,1049088
hp,Notebook,15.6,,0,1,768,1366,Intel,Core i5,1.6,4,,1024,Intel, UHD Graphics 620,windows,2,27784,1049088
Asus,Gaming,15.6,Full HD,0,0,1080,1920,Inetl,Core i7,2.8,24,,512,Nvidia, GeForce GTX1080,windows,2.2,158135,2073600
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Nvidia, GeForce 930MX,windows,2,47366,2073600
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,40,Hybrid,256,Nvidia, GeForce GTX1050 Ti,windows,3,80133,2073600
,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,256,Nvidia, GeForce GTX 1060,,3.2,74539,2073600
hp,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.3,74539,2073600
Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,,256,Intel, HD Graphics 620,windows,1.6,68184,2073600
HP,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,128,Intel, HD Graphics 520,windows,1.6,36710,1049088
Dell,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,,128,AMD, Radeon 530,linux,2.8,47366,2073600
Lenovo,Notebook,24,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,Intel, HD Graphics 520,windows,2,71395,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,,1024,Nvidia, GeForce 920MX,windows,2.2,42571,2073600
Lenovo,Notebook,15.6,,0,0,768,1366,Ietnl,Core i3,2,8,,2048,Nvidia, GeForce 920MX ,,2.2,24456,1049088
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,500,AMD, Radeon R5 M430,windows,2.3,31169,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.8,8,,256,Intel, HD Graphics 620,windows,1.9,73367,2073600
Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,40,,128,Nvidia, GeForce GTX 1070,windows,4.4,160520,2073600
Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,500,Intel, HD Graphics 620,windows,2,45821,2073600
Asus,Notebook,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.7,8,Hybrid,256,Nvidia, GeForce GTX 960M,windows,2,69211,8294400
mediacom,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Celeron Quad,1.1,4,,32,Intel, HD Graphics 500,windows,1.2,19660,2073600
Asus,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,128,Nvidia, GeForce GTX 1060,windows,2.3,87859,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,256,Nvidia, GeForce 930MX,windows,1.9,72940,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,256,AMD, Radeon 530,windows,2.2,42486,2073600
HP,Notebook,15.6,Full HD,0,0,,1920,Intel,Pentium Quad,1.6,10,SSD,256,Intel, HD Graphics 405,windows,1.9,21258,2073600
hp,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,12,,1024,Nvidia, GeForce GTX 1060,windows,2.6,95851,2073600
lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,-256,Nvidia, GeForce 940MX,windows,1.9,45768,2073600
Dell,Ultrabook,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,1.8,8,,256,Intel, UHD Graphics 620,windows,1.2,74539,5760000
dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,128,Intel, HD Graphics 520,windows,,39207,2073600
HP,Ultrabook,13.3,Quad HD +,1,0,1800,3200,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.3,61006,5760000
Acer,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,1024,Nvidia, GeForce GTX 1050,linux,2.4,42517,2073600
asus,Notebook,15.6,,0,0,768,1366,AMD,E-Series 7110,1.8,4,HDD,500,AMD, Radeon R2 Graphics,windows,2,18595,1049088
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2.4,4,,128,Intel, HD Graphics 620,windows,2.1,37589,2073600
Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,500,Intel, HD Graphics 620,windows,1.9,41825,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.3,4,,1024,Intel, HD Graphics 520,,2.2,24634,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,windows,1.9,21152,2073600
Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,,,512,Intel, HD Graphics 620,windows,2,92121,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,10,,128,Intel, HD Graphics 520,windows,2.2,26587,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.9,59513,2073600
Dell,Gaming,17.3,Full HD,1,0,,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1070,windows,4.4,143803,2073600
HP,Notebook,17.3,,0,0,900,1600,Itnel,Core i3,2,8,,1024,Intel, HD Graphics 520,windows,2.7,28992,1440000
HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,1024,Nvidia, GeForce 930MX,windows,2.6,68198,2073600
Asus,Notebook,15.6,,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,500,Intel, HD Graphics 500,linux,2,11935,1049088
Mediacom,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Atom x5-Z8350,1.4,4,Flash Storage,32,Intel, HD Graphics,windows,1.4,13586,2073600
lenovo,Notebook,17.3,,0,0,,1600,Intel,Core i7,2.7,6,Hybrid,-128,Nvidia, GeForce 940MX,windows,2.8,50563,1440000
HP,Notebook,15.6,Full HD,1,0,1080,1920,AMD,A10-Series A10-9620P,2.5,6,,128,AMD, Radeon 530,windows,1.9,30311,2073600
Dell,Notebook,15.6,,0,0,768,1366,Ientl,Core i3,2,4,HDD,1024,AMD, Radeon R5 M420,windows,2.2,32922,1049088
Acer,2 in 1 Convertible,11.6,Full HD,1,1,1080,1920,Intel,Celeron Dual,2,4,Flash Storage,32,Intel, HD Graphics 500,windows,1.3,18595,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2.7,4,,128,Intel, HD Graphics 620,windows,2.1,33566,2073600
HP,Ultrabook,13.3,Quad HD +,1,1,1800,3200,Intel,Core M,1.2,16,,512,Intel, HD Graphics 515,windows,1.2,104695,5760000
lenovo,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,,256,Nvidia, Quadro M620M,windows,3.4,159787,2073600
asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,,,128,Nvidia, GeForce GTX 1050,windows,2.5,44702,2073600
Dell,Ultrabook,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i5,1.6,8,SSD,128,Intel, UHD Graphics 620,windows,1.2,85195,8294400
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.6,4,,500,Intel, HD Graphics 620,windows,1.9,51096,1049088
lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Pentium Quad,1.1,4,,500,Intel, HD Graphics 505,windows,2.2,18328,2073600
lenovo,Notebook,14,,0,0,768,1366,Intel,Core i5,2.5,4,,500,Intel, HD Graphics 620,windows,2,52747,1049088
HP,Workstation,17.3,,0,0,900,1600,Intel,Core i5,2.8,8,,500,Nvidia, Quadro M1200,windows,3.1,99154,1440000
hp,Notebook,14,,0,0,768,1366,Intel,Pentium Quad,1.6,8,,2048,Intel, HD Graphics 405,windows,,20726,1049088
hp,Notebook,15.6,Full HD,1,0,1080,1920,AMD,A9-Series A9-9420,3,6,SSD,256,AMD, Radeon 530,windows,2,34579,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,2.3,44222,2073600
